Position (m),Bz field (G)
-0.4869000000000001,7.975285134753721
-0.4868000000000001,7.979135655907155
-0.48670000000000013,7.9829886603072495
-0.48660000000000014,7.986844149959482
-0.48650000000000015,7.990702126871279
-0.48640000000000017,7.994562593052006
-0.4863000000000002,7.998425550512996
-0.4862000000000002,8.002291001267523
-0.4861000000000002,8.006158947330821
-0.4860000000000002,8.010029390720083
-0.4859000000000002,8.013902333454464
-0.48580000000000023,8.017777777555073
-0.48570000000000024,8.021655725044994
-0.48560000000000003,8.025536177949274
-0.48550000000000004,8.029419138294932
-0.48540000000000005,8.033304608110948
-0.48530000000000006,8.037192589428292
-0.4852000000000001,8.041083084279895
-0.4851000000000001,8.044976094700676
-0.4850000000000001,8.048871622727535
-0.4849000000000001,8.052769670399341
-0.4848000000000001,8.056670239756968
-0.48470000000000013,8.060573332843264
-0.48460000000000014,8.064478951703068
-0.48450000000000015,8.068387098383214
-0.48440000000000016,8.07229777493253
-0.4843000000000002,8.07621098340184
-0.4842000000000002,8.08012672584396
-0.4841000000000002,8.084045004313717
-0.4840000000000002,8.08796582086794
-0.4839000000000002,8.091889177565452
-0.48380000000000023,8.0958150764671
-0.48370000000000024,8.099743519635727
-0.48360000000000003,8.103674509136196
-0.48350000000000004,8.107608047035388
-0.48340000000000005,8.111544135402186
-0.48330000000000006,8.11548277630751
-0.4832000000000001,8.11942397182429
-0.4831000000000001,8.123367724027483
-0.4830000000000001,8.127314034994075
-0.4829000000000001,8.131262906803077
-0.4828000000000001,8.135214341535532
-0.48270000000000013,8.139168341274512
-0.48260000000000014,8.143124908105133
-0.48250000000000015,8.147084044114543
-0.48240000000000016,8.151045751391926
-0.4823000000000002,8.155010032028516
-0.4822000000000002,8.158976888117593
-0.4821000000000002,8.162946321754472
-0.4820000000000002,8.166918335036534
-0.4819000000000002,8.170892930063198
-0.48180000000000023,8.174870108935941
-0.48170000000000024,8.178849873758303
-0.48160000000000003,8.18283222663587
-0.48150000000000004,8.186817169676301
-0.48140000000000005,8.190804704989315
-0.48130000000000006,8.194794834686695
-0.48120000000000007,8.198787560882288
-0.4811000000000001,8.202782885692024
-0.4810000000000001,8.206780811233894
-0.4809000000000001,8.210781339627971
-0.4808000000000001,8.214784472996401
-0.4807000000000001,8.218790213463414
-0.48060000000000014,8.222798563155319
-0.48050000000000015,8.22680952420052
-0.48040000000000016,8.230823098729491
-0.48030000000000017,8.23483928887481
-0.4802000000000002,8.238858096771136
-0.4801000000000002,8.242879524555233
-0.4800000000000002,8.246903574365957
-0.4799000000000002,8.250930248344263
-0.4798000000000002,8.254959548633206
-0.47970000000000024,8.258991477377949
-0.4796,8.263026036725758
-0.47950000000000004,8.267063228826014
-0.47940000000000005,8.271103055830196
-0.47930000000000006,8.275145519891911
-0.47920000000000007,8.279190623166876
-0.4791000000000001,8.283238367812924
-0.4790000000000001,8.28728875599002
-0.4789000000000001,8.291341789860237
-0.4788000000000001,8.295397471587783
-0.4787000000000001,8.299455803338994
-0.47860000000000014,8.303516787282334
-0.47850000000000015,8.307580425588405
-0.47840000000000016,8.311646720429938
-0.47830000000000017,8.315715673981806
-0.4782000000000002,8.319787288421026
-0.4781000000000002,8.323861565926748
-0.4780000000000002,8.327938508680283
-0.4779000000000002,8.33201811886507
-0.4778000000000002,8.336100398666716
-0.47770000000000024,8.340185350272971
-0.4776,8.344272975873748
-0.47750000000000004,8.348363277661111
-0.47740000000000005,8.352456257829285
-0.47730000000000006,8.356551918574665
-0.47720000000000007,8.3606502620958
-0.4771000000000001,8.364751290593416
-0.4770000000000001,8.368855006270408
-0.4769000000000001,8.372961411331838
-0.4768000000000001,8.377070507984953
-0.4767000000000001,8.381182298439171
-0.47660000000000013,8.385296784906089
-0.47650000000000015,8.389413969599495
-0.47640000000000016,8.393533854735349
-0.47630000000000017,8.397656442531815
-0.4762000000000002,8.401781735209235
-0.4761000000000002,8.405909734990153
-0.4760000000000002,8.410040444099305
-0.4759000000000002,8.414173864763619
-0.4758000000000002,8.41830999921223
-0.47570000000000023,8.422448849676478
-0.4756,8.426590418389903
-0.47550000000000003,8.43073470758826
-0.47540000000000004,8.434881719509505
-0.47530000000000006,8.439031456393815
-0.47520000000000007,8.443183920483586
-0.4751000000000001,8.44733911402342
-0.4750000000000001,8.451497039260156
-0.4749000000000001,8.455657698442838
-0.4748000000000001,8.459821093822756
-0.4747000000000001,8.463987227653412
-0.47460000000000013,8.46815610219055
-0.47450000000000014,8.472327719692146
-0.47440000000000015,8.476502082418406
-0.47430000000000017,8.480679192631785
-0.4742000000000002,8.48485905259697
-0.4741000000000002,8.489041664580897
-0.4740000000000002,8.493227030852754
-0.4739000000000002,8.497415153683967
-0.4738000000000002,8.501606035348225
-0.47370000000000023,8.505799678121464
-0.47360000000000024,8.50999608428188
-0.47350000000000003,8.514195256109936
-0.47340000000000004,8.518397195888339
-0.47330000000000005,8.522601905902082
-0.47320000000000007,8.526809388438412
-0.4731000000000001,8.531019645786856
-0.4730000000000001,8.535232680239208
-0.4729000000000001,8.539448494089534
-0.4728000000000001,8.543667089634187
-0.4727000000000001,8.547888469171799
-0.47260000000000013,8.55211263500328
-0.47250000000000014,8.556339589431833
-0.47240000000000015,8.560569334762944
-0.47230000000000016,8.564801873304397
-0.4722000000000002,8.569037207366264
-0.4721000000000002,8.57327533926092
-0.4720000000000002,8.57751627130304
-0.4719000000000002,8.581760005809583
-0.4718000000000002,8.586006545099844
-0.47170000000000023,8.5902558914954
-0.47160000000000024,8.594508047320152
-0.47150000000000003,8.598763014900308
-0.47140000000000004,8.603020796564394
-0.47130000000000005,8.607281394643252
-0.47120000000000006,8.611544811470047
-0.4711000000000001,8.61581104938027
-0.4710000000000001,8.620080110711736
-0.4709000000000001,8.624351997804585
-0.4708000000000001,8.628626713001296
-0.4707000000000001,8.63290425864668
-0.47060000000000013,8.637184637087884
-0.47050000000000014,8.6414678506744
-0.47040000000000015,8.645753901758052
-0.47030000000000016,8.650042792693027
-0.4702000000000002,8.654334525835836
-0.4701000000000002,8.658629103545366
-0.4700000000000002,8.662926528182842
-0.4699000000000002,8.66722680211185
-0.4698000000000002,8.671529927698336
-0.46970000000000023,8.675835907310605
-0.46960000000000024,8.680144743319332
-0.46950000000000003,8.684456438097557
-0.46940000000000004,8.688770994020686
-0.46930000000000005,8.693088413466503
-0.46920000000000006,8.69740869881517
-0.4691000000000001,8.70173185244922
-0.4690000000000001,8.706057876753574
-0.4689000000000001,8.71038677411553
-0.4688000000000001,8.714718546924786
-0.4687000000000001,8.719053197573412
-0.4686000000000001,8.723390728455886
-0.46850000000000014,8.727731141969073
-0.46840000000000015,8.73207444051224
-0.46830000000000016,8.73642062648705
-0.46820000000000017,8.740769702297573
-0.4681000000000002,8.745121670350287
-0.4680000000000002,8.749476533054079
-0.4679000000000002,8.753834292820244
-0.4678000000000002,8.758194952062494
-0.4677000000000002,8.762558513196963
-0.46760000000000024,8.7669249786422
-0.4675,8.771294350819185
-0.46740000000000004,8.775666632151307
-0.46730000000000005,8.780041825064407
-0.46720000000000006,8.784419931986744
-0.46710000000000007,8.788800955349014
-0.4670000000000001,8.793184897584354
-0.4669000000000001,8.797571761128339
-0.4668000000000001,8.801961548418987
-0.4667000000000001,8.806354261896765
-0.4666000000000001,8.810749904004581
-0.46650000000000014,8.815148477187808
-0.46640000000000015,8.819549983894266
-0.46630000000000016,8.823954426574232
-0.46620000000000017,8.828361807680448
-0.4661000000000002,8.832772129668113
-0.4660000000000002,8.837185394994904
-0.4659000000000002,8.841601606120953
-0.4658000000000002,8.846020765508875
-0.4657000000000002,8.850442875623756
-0.46560000000000024,8.854867938933157
-0.4655,8.859295957907129
-0.46540000000000004,8.863726935018201
-0.46530000000000005,8.868160872741388
-0.46520000000000006,8.872597773554192
-0.46510000000000007,8.877037639936615
-0.4650000000000001,8.881480474371154
-0.4649000000000001,8.885926279342799
-0.4648000000000001,8.890375057339043
-0.4647000000000001,8.894826810849887
-0.4646000000000001,8.899281542367834
-0.46450000000000014,8.903739254387908
-0.46440000000000015,8.90819994940763
-0.46430000000000016,8.91266362992705
-0.46420000000000017,8.91713029844873
-0.4641000000000002,8.92159995747776
-0.4640000000000002,8.926072609521752
-0.4639000000000002,8.930548257090848
-0.4638000000000002,8.935026902697718
-0.4637000000000002,8.939508548857564
-0.46360000000000023,8.943993198088133
-0.46350000000000025,8.948480852909707
-0.46340000000000003,8.952971515845112
-0.46330000000000005,8.957465189419722
-0.46320000000000006,8.961961876161448
-0.46310000000000007,8.966461578600775
-0.4630000000000001,8.970964299270726
-0.4629000000000001,8.975470040706885
-0.4628000000000001,8.979978805447402
-0.4627000000000001,8.98449059603299
-0.4626000000000001,8.989005415006922
-0.46250000000000013,8.993523264915048
-0.46240000000000014,8.998044148305794
-0.46230000000000016,9.002568067730156
-0.46220000000000017,9.007095025741709
-0.4621000000000002,9.011625024896613
-0.4620000000000002,9.016158067753617
-0.4619000000000002,9.020694156874054
-0.4618000000000002,9.025233294821845
-0.4617000000000002,9.029775484163508
-0.46160000000000023,9.03432072746817
-0.46150000000000024,9.038869027307543
-0.46140000000000003,9.043420386255946
-0.46130000000000004,9.047974806890315
-0.46120000000000005,9.052532291790186
-0.46110000000000007,9.057092843537703
-0.4610000000000001,9.061656464717647
-0.4609000000000001,9.066223157917397
-0.4608000000000001,9.070792925726966
-0.4607000000000001,9.075365770738985
-0.4606000000000001,9.079941695548722
-0.46050000000000013,9.084520702754071
-0.46040000000000014,9.089102794955563
-0.46030000000000015,9.093687974756365
-0.46020000000000016,9.098276244762284
-0.4601000000000002,9.102867607581778
-0.4600000000000002,9.107462065825944
-0.4599000000000002,9.112059622108532
-0.4598000000000002,9.116660279045952
-0.4597000000000002,9.121264039257264
-0.45960000000000023,9.125870905364184
-0.45950000000000024,9.130480879991104
-0.45940000000000003,9.135093965765071
-0.45930000000000004,9.139710165315806
-0.45920000000000005,9.1443294812757
-0.45910000000000006,9.148951916279824
-0.4590000000000001,9.153577472965923
-0.4589000000000001,9.15820615397443
-0.4588000000000001,9.162837961948457
-0.4587000000000001,9.167472899533808
-0.4586000000000001,9.172110969378979
-0.45850000000000013,9.176752174135158
-0.45840000000000014,9.181396516456232
-0.45830000000000015,9.186043998998796
-0.45820000000000016,9.190694624422143
-0.4581000000000002,9.195348395388269
-0.4580000000000002,9.200005314561889
-0.4579000000000002,9.20466538461043
-0.4578000000000002,9.20932860820404
-0.4577000000000002,9.213994988015575
-0.45760000000000023,9.218664526720632
-0.45750000000000024,9.223337226997526
-0.45740000000000003,9.2280130915273
-0.45730000000000004,9.232692122993733
-0.45720000000000005,9.237374324083348
-0.45710000000000006,9.242059697485397
-0.4570000000000001,9.246748245891878
-0.4569000000000001,9.251439971997542
-0.4568000000000001,9.25613487849989
-0.4567000000000001,9.260832968099168
-0.4566000000000001,9.26553424349838
-0.45650000000000013,9.270238707403296
-0.45640000000000014,9.274946362522446
-0.45630000000000015,9.279657211567129
-0.45620000000000016,9.284371257251404
-0.45610000000000017,9.289088502292113
-0.4560000000000002,9.293808949408877
-0.4559000000000002,9.298532601324087
-0.4558000000000002,9.303259460762916
-0.4557000000000002,9.307989530453339
-0.4556000000000002,9.312722813126102
-0.45550000000000024,9.31745931151475
-0.4554,9.322199028355634
-0.45530000000000004,9.326941966387896
-0.45520000000000005,9.331688128353477
-0.45510000000000006,9.33643751699713
-0.45500000000000007,9.341190135066421
-0.4549000000000001,9.345945985311722
-0.4548000000000001,9.350705070486232
-0.4547000000000001,9.35546739334595
-0.4546000000000001,9.36023295664972
-0.4545000000000001,9.365001763159196
-0.45440000000000014,9.36977381563888
-0.45430000000000015,9.374549116856084
-0.45420000000000016,9.379327669580977
-0.45410000000000017,9.384109476586563
-0.4540000000000002,9.388894540648678
-0.4539000000000002,9.393682864546019
-0.4538000000000002,9.39847445106013
-0.4537000000000002,9.403269302975403
-0.4536000000000002,9.408067423079093
-0.45350000000000024,9.412868814161316
-0.4534,9.41767347901505
-0.45330000000000004,9.422481420436135
-0.45320000000000005,9.427292641223293
-0.45310000000000006,9.432107144178115
-0.45300000000000007,9.436924932105065
-0.4529000000000001,9.4417460078115
-0.4528000000000001,9.44657037410765
-0.4527000000000001,9.451398033806635
-0.4526000000000001,9.45622898972448
-0.4525000000000001,9.461063244680084
-0.45240000000000014,9.465900801495259
-0.45230000000000015,9.470741662994719
-0.45220000000000016,9.475585832006079
-0.45210000000000017,9.480433311359864
-0.4520000000000002,9.48528410388951
-0.4519000000000002,9.490138212431376
-0.4518000000000002,9.494995639824728
-0.4517000000000002,9.499856388911768
-0.4516000000000002,9.50472046253762
-0.45150000000000023,9.50958786355034
-0.45140000000000025,9.51445859480091
-0.45130000000000003,9.51933265914326
-0.45120000000000005,9.52421005943425
-0.45110000000000006,9.529090798533694
-0.45100000000000007,9.533974879304349
-0.4509000000000001,9.538862304611921
-0.4508000000000001,9.543753077325078
-0.4507000000000001,9.548647200315445
-0.4506000000000001,9.553544676457598
-0.4505000000000001,9.558445508629095
-0.45040000000000013,9.563349699710455
-0.45030000000000014,9.56825725258517
-0.45020000000000016,9.573168170139704
-0.45010000000000017,9.578082455263514
-0.4500000000000002,9.58300011084903
-0.4499000000000002,9.587921139791664
-0.4498000000000002,9.59284554498984
-0.4497000000000002,9.597773329344953
-0.4496000000000002,9.602704495761413
-0.44950000000000023,9.60763904714662
-0.44940000000000024,9.612576986410982
-0.44930000000000003,9.617518316467926
-0.44920000000000004,9.622463040233878
-0.44910000000000005,9.627411160628286
-0.44900000000000007,9.632362680573621
-0.4489000000000001,9.63731760299537
-0.4488000000000001,9.642275930822056
-0.4487000000000001,9.647237666985223
-0.4486000000000001,9.65220281441946
-0.4485000000000001,9.657171376062387
-0.44840000000000013,9.662143354854663
-0.44830000000000014,9.667118753740004
-0.44820000000000015,9.672097575665163
-0.44810000000000016,9.677079823579959
-0.4480000000000002,9.68206550043725
-0.4479000000000002,9.68705460919297
-0.4478000000000002,9.692047152806111
-0.4477000000000002,9.697043134238733
-0.4476000000000002,9.702042556455964
-0.44750000000000023,9.707045422426013
-0.44740000000000024,9.712051735120168
-0.44730000000000003,9.717061497512795
-0.44720000000000004,9.722074712581346
-0.44710000000000005,9.72709138330637
-0.44700000000000006,9.732111512671501
-0.4469000000000001,9.737135103663476
-0.4468000000000001,9.742162159272137
-0.4467000000000001,9.747192682490422
-0.4466000000000001,9.752226676314383
-0.4465000000000001,9.757264143743184
-0.44640000000000013,9.762305087779104
-0.44630000000000014,9.76734951142755
-0.44620000000000015,9.772397417697041
-0.44610000000000016,9.777448809599228
-0.4460000000000002,9.782503690148905
-0.4459000000000002,9.787562062363982
-0.4458000000000002,9.79262392926552
-0.4457000000000002,9.797689293877728
-0.4456000000000002,9.802758159227945
-0.44550000000000023,9.807830528346678
-0.44540000000000024,9.812906404267572
-0.44530000000000003,9.817985790027453
-0.44520000000000004,9.823068688666288
-0.44510000000000005,9.828155103227218
-0.44500000000000006,9.833245036756555
-0.4449000000000001,9.838338492303784
-0.4448000000000001,9.843435472921566
-0.4447000000000001,9.848535981665748
-0.4446000000000001,9.853640021595353
-0.4445000000000001,9.858747595772607
-0.44440000000000013,9.863858707262919
-0.44430000000000014,9.868973359134895
-0.44420000000000015,9.87409155446035
-0.44410000000000016,9.879213296314298
-0.4440000000000002,9.884338587774959
-0.4439000000000002,9.889467431923766
-0.4438000000000002,9.894599831845383
-0.4437000000000002,9.899735790627673
-0.4436000000000002,9.904875311361742
-0.4435000000000002,9.910018397141911
-0.44340000000000024,9.915165051065738
-0.4433,9.920315276234021
-0.44320000000000004,9.925469075750796
-0.44310000000000005,9.930626452723338
-0.44300000000000006,9.93578741026218
-0.44290000000000007,9.940951951481097
-0.4428000000000001,9.946120079497124
-0.4427000000000001,9.951291797430567
-0.4426000000000001,9.956467108404976
-0.4425000000000001,9.961646015547181
-0.4424000000000001,9.966828521987278
-0.44230000000000014,9.972014630858656
-0.44220000000000015,9.97720434529796
-0.44210000000000016,9.982397668445135
-0.44200000000000017,9.987594603443409
-0.4419000000000002,9.992795153439301
-0.4418000000000002,9.997999321582633
-0.4417000000000002,10.00320711102652
-0.4416000000000002,10.008418524927375
-0.4415000000000002,10.01363356644494
-0.44140000000000024,10.018852238742248
-0.4413,10.024074544985666
-0.44120000000000004,10.029300488344868
-0.44110000000000005,10.034530071992858
-0.44100000000000006,10.039763299105964
-0.44090000000000007,10.045000172863856
-0.4408000000000001,10.050240696449535
-0.4407000000000001,10.055484873049345
-0.4406000000000001,10.06073270585297
-0.4405000000000001,10.06598419805345
-0.4404000000000001,10.071239352847169
-0.44030000000000014,10.076498173433883
-0.44020000000000015,10.081760663016695
-0.44010000000000016,10.08702682480208
-0.44000000000000017,10.092296661999884
-0.4399000000000002,10.097570177823322
-0.4398000000000002,10.102847375488988
-0.4397000000000002,10.108128258216865
-0.4396000000000002,10.113412829230317
-0.4395000000000002,10.118701091756094
-0.43940000000000023,10.123993049024348
-0.43930000000000025,10.129288704268625
-0.43920000000000003,10.134588060725886
-0.43910000000000005,10.139891121636477
-0.43900000000000006,10.145197890244173
-0.43890000000000007,10.150508369796157
-0.4388000000000001,10.15582256354304
-0.4387000000000001,10.161140474738843
-0.4386000000000001,10.166462106641031
-0.4385000000000001,10.17178746251049
-0.4384000000000001,10.177116545611543
-0.43830000000000013,10.182449359211962
-0.43820000000000014,10.187785906582956
-0.43810000000000016,10.193126190999195
-0.43800000000000017,10.198470215738784
-0.4379000000000002,10.2038179840833
-0.4378000000000002,10.209169499317774
-0.4377000000000002,10.214524764730722
-0.4376000000000002,10.219883783614101
-0.4375000000000002,10.225246559263368
-0.43740000000000023,10.230613094977446
-0.43730000000000024,10.235983394058746
-0.43720000000000003,10.241357459813164
-0.43710000000000004,10.246735295550096
-0.43700000000000006,10.252116904582424
-0.43690000000000007,10.257502290226533
-0.4368000000000001,10.262891455802325
-0.4367000000000001,10.268284404633194
-0.4366000000000001,10.273681140046062
-0.4365000000000001,10.279081665371358
-0.4364000000000001,10.284485983943041
-0.43630000000000013,10.289894099098593
-0.43620000000000014,10.295306014179033
-0.43610000000000015,10.300721732528906
-0.43600000000000017,10.306141257496309
-0.4359000000000002,10.31156459243287
-0.4358000000000002,10.316991740693773
-0.4357000000000002,10.322422705637758
-0.4356000000000002,10.327857490627116
-0.4355000000000002,10.333296099027706
-0.43540000000000023,10.338738534208943
-0.43530000000000024,10.344184799543827
-0.43520000000000003,10.349634898408922
-0.43510000000000004,10.355088834184382
-0.43500000000000005,10.36054661025393
-0.43490000000000006,10.36600823000489
-0.4348000000000001,10.371473696828174
-0.4347000000000001,10.376943014118297
-0.4346000000000001,10.382416185273367
-0.4345000000000001,10.387893213695103
-0.4344000000000001,10.393374102788833
-0.43430000000000013,10.398858855963507
-0.43420000000000014,10.404347476631681
-0.43410000000000015,10.40983996820955
-0.43400000000000016,10.415336334116933
-0.4339000000000002,10.42083657777727
-0.4338000000000002,10.426340702617662
-0.4337000000000002,10.431848712068831
-0.4336000000000002,10.437360609565161
-0.4335000000000002,10.442876398544676
-0.43340000000000023,10.448396082449065
-0.43330000000000024,10.45391966472366
-0.43320000000000003,10.459447148817489
-0.43310000000000004,10.464978538183225
-0.43300000000000005,10.470513836277217
-0.43290000000000006,10.4760530465595
-0.4328000000000001,10.481596172493791
-0.4327000000000001,10.487143217547494
-0.4326000000000001,10.492694185191704
-0.4325000000000001,10.498249078901218
-0.4324000000000001,10.503807902154517
-0.43230000000000013,10.509370658433813
-0.43220000000000014,10.514937351225017
-0.43210000000000015,10.520507984017755
-0.43200000000000016,10.526082560305372
-0.4319000000000002,10.531661083584943
-0.4318000000000002,10.537243557357264
-0.4317000000000002,10.542829985126874
-0.4316000000000002,10.548420370402049
-0.4315000000000002,10.554014716694802
-0.4314000000000002,10.559613027520902
-0.43130000000000024,10.565215306399868
-0.4312,10.570821556854966
-0.43110000000000004,10.576431782413245
-0.43100000000000005,10.582045986605504
-0.43090000000000006,10.587664172966317
-0.43080000000000007,10.593286345034038
-0.4307000000000001,10.5989125063508
-0.4306000000000001,10.60454266046252
-0.4305000000000001,10.610176810918912
-0.4304000000000001,10.61581496127347
-0.4303000000000001,10.621457115083505
-0.43020000000000014,10.627103275910123
-0.43010000000000015,10.632753447318244
-0.43000000000000016,10.638407632876596
-0.42990000000000017,10.64406583615773
-0.4298000000000002,10.649728060738022
-0.4297000000000002,10.655394310197675
-0.4296000000000002,10.661064588120723
-0.4295000000000002,10.66673889809504
-0.4294000000000002,10.67241724371234
-0.42930000000000024,10.678099628568194
-0.42920000000000025,10.683786056262015
-0.42910000000000004,10.689476530397075
-0.42900000000000005,10.695171054580515
-0.42890000000000006,10.700869632423334
-0.42880000000000007,10.706572267540405
-0.4287000000000001,10.712278963550485
-0.4286000000000001,10.717989724076208
-0.4285000000000001,10.723704552744088
-0.4284000000000001,10.729423453184538
-0.4283000000000001,10.735146429031866
-0.42820000000000014,10.740873483924277
-0.42810000000000015,10.746604621503888
-0.42800000000000016,10.752339845416724
-0.42790000000000017,10.758079159312722
-0.4278000000000002,10.763822566845743
-0.4277000000000002,10.769570071673579
-0.4276000000000002,10.77532167745794
-0.4275000000000002,10.781077387864485
-0.4274000000000002,10.786837206562804
-0.42730000000000024,10.792601137226436
-0.42720000000000025,10.798369183532863
-0.42710000000000004,10.804141349163542
-0.42700000000000005,10.809917637803869
-0.42690000000000006,10.815698053143212
-0.42680000000000007,10.821482598874912
-0.4267000000000001,10.827271278696287
-0.4266000000000001,10.833064096308629
-0.4265000000000001,10.838861055417219
-0.4264000000000001,10.84466215973133
-0.4263000000000001,10.85046741296422
-0.42620000000000013,10.856276818833162
-0.42610000000000015,10.862090381059428
-0.42600000000000016,10.867908103368293
-0.42590000000000017,10.873729989489064
-0.4258000000000002,10.879556043155048
-0.4257000000000002,10.885386268103591
-0.4256000000000002,10.891220668076077
-0.4255000000000002,10.897059246817903
-0.4254000000000002,10.90290200807852
-0.42530000000000023,10.908748955611433
-0.42520000000000024,10.914600093174181
-0.42510000000000003,10.92045542452837
-0.42500000000000004,10.92631495343967
-0.42490000000000006,10.932178683677805
-0.42480000000000007,10.938046619016575
-0.4247000000000001,10.943918763233867
-0.4246000000000001,10.949795120111638
-0.4245000000000001,10.95567569343594
-0.4244000000000001,10.961560486996905
-0.4243000000000001,10.967449504588778
-0.42420000000000013,10.973342750009888
-0.42410000000000014,10.979240227062697
-0.42400000000000015,10.985141939553753
-0.42390000000000017,10.991047891293737
-0.4238000000000002,10.996958086097457
-0.4237000000000002,11.002872527783834
-0.4236000000000002,11.008791220175937
-0.4235000000000002,11.01471416710097
-0.4234000000000002,11.020641372390273
-0.42330000000000023,11.026572839879345
-0.42320000000000024,11.032508573407839
-0.42310000000000003,11.038448576819562
-0.42300000000000004,11.044392853962494
-0.42290000000000005,11.05034140868878
-0.42280000000000006,11.05629424485474
-0.4227000000000001,11.062251366320877
-0.4226000000000001,11.068212776951885
-0.4225000000000001,11.074178480616638
-0.4224000000000001,11.080148481188218
